y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
2.5,2.0,2.25,1230.0,1078.0,2.0,A0,0,3,7.0,1160,70,1240,817,7,-1
2.84,4.0,1.5,1890.0,,1.0,A0,0,4,7.0,1890,0,1510,6072,60,-1
6.4995,4.0,2.5,2860.0,,1.5,A0,2,5,7.0,1720,1140,1760,3880,91,-1
3.55,3.0,2.5,2670.0,12806.0,2.0,A0,0,3,9.0,2670,0,3010,7231,5,-1
3.175,3.0,1.0,,6572.0,1.0,A0,0,3,7.0,930,0,960,5840,63,-1
6.65,3.0,1.5,1830.0,,1.0,A0,0,4,7.0,1350,480,1570,3672,105,-1
2.45,2.0,1.5,1110.0,1200.0,3.0,A0,0,3,8.0,1110,0,1110,1363,15,-1
5.29,4.0,3.0,1960.0,,1.0,A0,0,5,7.0,1050,910,1360,5000,50,-1
3.61,4.0,2.75,2080.0,,1.0,A0,0,3,8.0,1240,840,1880,9525,36,-1
2.85,3.0,1.5,1060.0,,1.0,A0,0,4,7.0,1060,0,1120,5379,47,-1
0.76,2.0,0.75,720.0,5040.0,1.0,A0,0,3,4.0,720,0,1290,4120,66,-1
13.0,5.0,4.5,4350.0,,2.0,A0,0,3,11.0,4350,0,3990,7208,1,-1
5.1,3.0,2.0,2220.0,,1.0,A0,0,3,7.0,2220,0,1600,210830,24,-1
4.5,4.0,2.75,2440.0,,2.0,A0,0,3,8.0,1750,690,1920,6375,55,-1
4.8,4.0,2.25,2220.0,,1.0,A0,0,4,8.0,1450,770,1980,8700,50,-1
4.415,1.0,1.25,1100.0,,3.0,A0,0,3,9.0,1100,0,1110,1933,1,-1
4.8,3.0,3.0,3760.0,188760.0,1.0,A0,0,4,10.0,2640,1120,2820,50543,36,-1
6.74995,4.0,3.25,3430.0,9870.0,2.0,A0,0,3,9.0,3430,0,3360,9724,1,-1
1.5,3.0,1.0,1080.0,,1.0,A0,0,3,6.0,1080,0,1610,10007,63,-1
2.8,2.0,1.0,1270.0,3200.0,1.0,A0,0,4,7.0,960,310,1410,1320,95,-1
3.75,3.0,2.5,2820.0,10208.0,1.0,A0,1,4,8.0,1410,1410,1540,10684,61,-1
1.15,2.0,1.5,1400.0,,1.0,A0,0,3,7.0,960,440,1450,7658,33,-1
3.0,4.0,1.5,1770.0,,1.0,A0,0,3,7.0,1770,0,1600,7000,57,-1
2.01,4.0,2.25,2460.0,11250.0,1.0,A0,0,4,8.0,2460,0,1630,10216,56,-1
2.65,3.0,2.5,3040.0,,2.0,A0,0,3,7.0,3040,0,2670,6259,16,-1
6.25,3.0,2.5,3110.0,,2.0,A0,0,3,8.0,2430,680,2420,92782,20,-1
2.42,3.0,1.5,1060.0,,1.0,A0,0,2,7.0,1060,0,1060,5750,34,-1
3.0,4.0,2.0,,61419.0,2.0,A0,2,2,7.0,1790,0,1790,62290,27,-1
3.65,3.0,1.0,1610.0,,1.5,A0,0,3,7.0,1610,0,1200,5701,112,42
4.01,3.0,2.5,1440.0,,2.0,A0,0,3,7.0,1440,0,1600,3131,14,-1
3.6,3.0,1.75,1310.0,,1.0,A0,0,4,6.0,1310,0,1420,8100,67,-1
7.2,3.0,2.0,2420.0,17859.0,1.0,A0,1,5,9.0,1500,920,2955,17859,36,-1
3.66,3.0,1.5,1540.0,7200.0,1.0,A0,0,3,7.0,1540,0,1560,7500,47,-1
1.55,3.0,2.0,1160.0,,2.0,A0,0,3,7.0,790,370,1160,994,8,-1
3.0,3.0,2.5,1600.0,2042.0,2.0,A0,0,3,8.0,1600,0,1445,1370,10,-1
3.73,4.0,1.75,2560.0,,1.0,A0,0,3,7.0,1480,1080,2320,8450,36,-1
7.85,5.0,2.25,3480.0,,2.0,A0,0,3,8.0,3480,0,3130,9200,36,-1
3.435,3.0,2.0,1800.0,,1.0,A0,0,3,8.0,1220,580,2460,12352,37,-1
4.92,3.0,2.5,2070.0,,2.0,A0,0,3,8.0,2070,0,2220,10975,29,-1
3.24,3.0,1.0,990.0,4250.0,1.0,A0,0,4,7.0,840,150,990,4500,91,-1
8.122,3.0,1.0,1400.0,,1.5,A0,0,3,7.0,1400,0,1740,3060,115,-1
1.9,3.0,1.75,1680.0,,1.0,A0,0,3,8.0,1340,340,1730,9686,26,-1
1.25,2.0,1.0,860.0,,1.0,A0,0,5,6.0,860,0,1030,6732,66,-1
4.35,3.0,2.0,1990.0,,1.0,A0,0,5,7.0,1990,0,2120,6462,44,-1
3.549,4.0,3.25,3760.0,4675.0,2.0,A0,0,3,8.0,2740,1020,3280,4033,8,-1
5.28,3.0,1.0,1790.0,,1.0,A0,0,3,7.0,1400,390,1790,5250,72,-1
1.87,5.0,1.0,1870.0,,1.0,A0,0,3,7.0,1580,290,1740,7808,53,-1
6.85,3.0,3.5,2350.0,10739.0,1.0,A0,2,5,7.0,1340,1010,2580,11026,75,-1
6.88101,3.0,1.75,1990.0,,1.0,A0,0,4,7.0,1100,890,1460,3706,76,-1
8.3399,4.0,2.75,3530.0,,2.0,A0,0,3,10.0,3530,0,3530,10038,1,-1
2.55,3.0,2.5,1660.0,,2.0,A0,0,3,7.0,1660,0,1540,2890,14,-1
3.99,2.0,1.0,1090.0,3160.0,1.0,A0,0,3,7.0,840,250,1070,3160,89,-1
4.4,3.0,2.5,1510.0,1178.0,2.0,A0,0,3,8.0,1060,450,1510,1210,8,-1
3.64,4.0,2.0,1560.0,,1.0,A0,0,4,7.0,1560,0,1730,7500,47,-1
1.92345,4.0,2.25,2510.0,8165.0,1.0,A0,0,4,7.0,1610,900,1940,8250,43,-1
1.79,5.0,2.0,2080.0,16117.0,1.0,A0,0,5,7.0,1740,340,1510,13068,56,-1
5.25,3.0,1.75,1650.0,,1.0,A0,0,5,7.0,1040,610,1540,5100,107,-1
6.9,3.0,2.5,2300.0,9752.0,2.0,A0,2,3,8.0,2300,0,2640,10764,47,12
4.7,3.0,1.0,960.0,,1.0,A0,0,3,,960,0,1460,5400,60,-1
2.625,5.0,2.0,1700.0,,1.0,A0,0,3,7.0,1000,700,2000,7176,59,-1
6.0,4.0,2.5,2390.0,,2.0,A0,0,3,9.0,2390,0,2600,5342,9,-1
2.98,3.0,1.75,1830.0,,1.0,A0,1,3,8.0,1430,400,2140,11964,57,-1
4.74,5.0,1.0,1500.0,,2.0,A0,0,3,7.0,1500,0,1350,4080,86,-1
5.25,2.0,2.0,1270.0,5000.0,1.0,A0,0,3,6.0,1270,0,2190,5000,71,-1
3.3,3.0,2.25,1590.0,7267.0,1.0,A0,0,4,7.0,1100,490,2060,8336,39,-1
2.85,3.0,2.0,1970.0,79714.0,1.0,A0,0,3,7.0,1070,900,1890,36626,36,-1
2.25,4.0,2.5,2070.0,,2.0,A0,0,3,8.0,2070,0,2430,5500,12,-1
7.24,4.0,2.5,3400.0,6742.0,2.0,A0,0,3,9.0,3400,0,2970,6909,11,-1
2.6,4.0,2.5,2610.0,,2.0,A0,0,3,8.0,2610,0,2583,4796,6,-1
3.4,4.0,4.0,2740.0,8250.0,2.0,A0,0,4,,2740,0,2290,8250,25,-1
6.15,3.0,2.5,2820.0,,2.0,A0,0,3,9.0,2820,0,2660,5001,11,-1
1.75,4.0,1.5,2500.0,,1.0,A0,0,4,7.0,1500,1000,1720,8925,54,-1
4.5,3.0,2.5,1720.0,,1.5,A0,0,4,7.0,1720,0,1790,7030,43,-1
1.75,2.0,1.0,750.0,,1.0,A0,0,3,5.0,750,0,920,6350,95,-1
8.24,4.0,2.25,2290.0,40946.0,1.0,A0,3,4,,1550,740,2790,20076,55,-1
8.35,3.0,2.5,2720.0,,2.0,A0,0,3,9.0,2720,0,2870,7250,25,-1
2.65,3.0,1.75,1960.0,,1.0,A0,0,3,7.0,980,980,1070,7480,67,-1
5.65,4.0,2.5,2970.0,,2.0,A0,0,3,9.0,2970,0,3170,30277,17,-1
12.05,4.0,2.5,3160.0,,1.5,A0,4,3,9.0,2020,1140,2790,5308,98,10
4.715,3.0,2.5,2130.0,,2.0,A0,0,3,8.0,2130,0,1890,7546,25,-1
0.54,2.0,1.0,1150.0,30184.0,1.0,A0,0,3,6.0,1150,0,1670,19684,65,-1
4.349,3.0,2.5,3030.0,,2.0,A0,0,3,8.0,3030,0,3010,6026,6,-1
4.24,3.0,3.5,1690.0,1432.0,2.0,A0,0,3,7.0,1360,330,1650,2788,7,-1
2.40275,3.0,1.75,1440.0,8040.0,1.0,A0,0,3,7.0,960,480,1500,8040,64,-1
3.61,2.0,1.0,790.0,,1.0,A0,0,3,6.0,790,0,1520,4400,66,-1
4.9995,5.0,3.25,3160.0,,2.0,A0,0,4,8.0,3160,0,2130,10000,35,-1
2.5,5.0,2.75,2400.0,,1.0,A0,0,3,,1450,950,2400,7475,23,-1
6.385,5.0,2.75,2920.0,9163.0,1.0,A0,0,4,8.0,1520,1400,2250,9163,39,-1
1.9,2.0,1.0,1600.0,,1.0,A0,0,3,7.0,1600,0,1580,7440,68,-1
1.59,3.0,1.75,1420.0,,1.0,A0,0,4,7.0,1420,0,1660,8738,49,-1
1.18,3.0,1.0,960.0,,1.0,A0,0,4,,960,0,960,10761,53,-1
1.32,3.0,1.0,1980.0,,1.0,A0,0,4,7.0,1280,700,1356,9450,72,-1
4.45,4.0,1.75,1240.0,,1.5,A0,0,4,,1240,0,1260,4468,71,-1
3.11,3.0,2.0,2120.0,,1.0,A0,0,3,9.0,2120,0,2660,7700,24,-1
4.2,3.0,2.25,1280.0,1517.0,2.0,A0,0,3,8.0,1080,200,1280,1681,7,-1
2.71,3.0,2.0,1060.0,,2.0,A0,0,3,7.0,730,330,1270,1601,9,-1
3.4,3.0,1.75,1270.0,4800.0,1.0,A0,0,3,7.0,1270,0,1220,4800,63,1
3.75,4.0,2.5,2400.0,,2.0,A0,0,3,8.0,2400,0,2400,8038,12,-1
4.66,3.0,1.75,1410.0,4080.0,1.5,A0,0,4,7.0,1410,0,1820,4080,88,-1
5.3495,3.0,2.25,1760.0,,1.0,A0,0,4,,1330,430,2210,11337,36,-1
1.6,3.0,1.5,1300.0,,1.0,A0,0,4,7.0,1300,0,1570,7600,52,-1
1.44,4.0,1.5,1370.0,,1.5,A0,0,3,7.0,1370,0,1370,9181,54,-1
4.84,2.0,2.0,1930.0,,1.0,A0,0,3,8.0,1930,0,1640,4533,9,-1
3.215,3.0,1.75,2390.0,,1.0,A0,0,3,8.0,1350,1040,1710,7402,60,-1
4.28,3.0,2.0,1260.0,,1.0,A0,0,4,7.0,750,510,1710,5000,28,-1
4.8,5.0,2.75,2810.0,,1.0,A0,0,3,8.0,1440,1370,2480,13144,51,-1
6.4,4.0,2.25,2460.0,,1.0,A0,0,5,8.0,2460,0,2250,40635,47,-1
7.1,3.0,3.0,1950.0,1983.0,3.0,A0,0,3,9.0,1610,340,2040,2131,6,-1
4.77321,3.0,2.5,1960.0,,2.0,A0,0,4,8.0,1960,0,2040,8189,31,-1
2.5955,2.0,1.0,880.0,,1.0,A0,0,3,7.0,880,0,1960,9395,76,-1
5.55,4.0,3.75,4610.0,,1.0,A0,0,4,10.0,2500,2110,3050,41056,35,-1
2.25,3.0,1.0,1260.0,,1.0,A0,0,3,6.0,1260,0,2100,8280,69,-1
0.9995,3.0,1.0,1060.0,,1.0,A0,0,5,6.0,1060,0,1380,5200,45,-1
2.6495,0.0,2.5,2290.0,,2.0,A0,0,3,8.0,2290,0,2500,8751,30,-1
1.925,3.0,1.5,1390.0,,2.0,A0,0,3,,1390,0,1100,2617,14,-1
1.75,2.0,1.0,740.0,,1.0,A0,0,5,6.0,740,0,740,6840,73,-1
4.8,3.0,2.5,1940.0,3211.0,2.0,A0,0,3,8.0,1940,0,1880,3078,6,-1
4.6,4.0,2.5,3250.0,6933.0,2.0,A0,0,3,8.0,3250,0,3030,5308,6,-1
0.7555,4.0,1.0,1470.0,6061.0,1.5,A0,0,3,7.0,1470,0,1230,6175,70,-1
3.05,2.0,1.0,1140.0,,1.0,A0,0,3,7.0,1140,0,2570,35200,59,-1
23.785,4.0,3.5,4730.0,13586.0,1.5,A0,0,5,10.0,4270,460,3710,8828,80,-1
5.755,3.0,1.75,1740.0,,1.5,A0,0,3,8.0,1740,0,1740,4400,112,-1
1.25,1.0,1.5,1010.0,,2.0,A0,0,3,8.0,950,60,1360,1688,8,-1
1.3095,3.0,1.0,1490.0,,1.0,A0,0,4,6.0,1490,0,1200,8470,52,-1
11.8078,5.0,4.0,4180.0,,2.0,A0,0,3,10.0,4180,0,1800,6052,1,-1
4.35,3.0,2.75,1950.0,,1.0,A0,0,4,8.0,1230,720,1990,12196,46,-1
3.45,3.0,3.0,2700.0,,2.0,A0,0,4,,1570,1130,2260,45901,29,-1
2.32,3.0,1.0,1370.0,,1.0,A0,0,3,7.0,1370,0,1160,7500,55,-1
4.3195,3.0,2.5,2080.0,,2.0,A0,0,3,8.0,2080,0,1890,4229,15,-1
8.14,4.0,3.5,3920.0,,2.0,A0,0,3,9.0,3920,0,3920,8598,11,-1
8.25,2.0,1.0,1240.0,5500.0,1.0,A0,0,3,7.0,1240,0,2080,4400,61,-1
2.8,4.0,2.25,1810.0,,2.0,A0,0,3,7.0,1810,0,1810,4858,12,-1
9.875,4.0,2.75,1590.0,,1.5,A0,0,4,8.0,1590,0,1590,4000,90,-1
5.45,5.0,3.0,,,1.0,A0,0,3,8.0,1270,1270,2090,10741,53,1
2.55,3.0,1.0,1180.0,,1.0,A0,0,4,6.0,1180,0,1410,43560,56,-1
6.57,3.0,2.5,2330.0,1987.0,2.0,A0,4,3,9.0,1410,920,2640,5250,11,-1
1.7525,3.0,2.25,2210.0,8000.0,2.0,A0,0,4,,2210,0,1990,8000,46,-1
3.98,2.0,1.0,940.0,,1.0,A0,0,3,6.0,720,220,1180,6000,73,-1
10.6,4.0,2.75,3840.0,,1.0,A0,2,4,9.0,2110,1730,3500,12118,52,-1
4.65,3.0,1.75,2280.0,16671.0,1.5,A0,0,4,6.0,1760,520,1850,9351,106,-1
2.63,3.0,1.5,2400.0,,1.0,A0,0,3,7.0,1200,1200,1460,8217,54,-1
4.1,4.0,2.75,2720.0,,2.0,A0,0,4,8.0,2720,0,1960,51366,38,-1
22.46,5.0,4.75,5780.0,,2.0,A0,0,3,11.0,4260,1520,3460,10855,9,-1
2.5025,4.0,2.75,2130.0,,1.0,A0,0,3,7.0,1330,800,2090,7628,24,-1
3.85,4.0,3.0,2230.0,52983.0,2.0,A0,0,3,8.0,2230,0,2060,8755,24,-1
7.85,4.0,2.5,3070.0,,2.0,A0,0,3,9.0,3070,0,2190,9218,6,-1
5.52,3.0,3.5,2710.0,,2.0,A0,0,3,8.0,1650,1060,2440,2867,10,-1
5.9,3.0,2.5,2630.0,10047.0,2.0,A0,0,3,,2630,0,2640,10620,19,-1
6.25,4.0,2.0,1830.0,,2.0,A0,0,3,8.0,1830,0,1650,4590,107,-1
1.9,4.0,1.75,1860.0,,1.0,A0,0,4,7.0,1110,750,1570,9112,52,-1
2.95,2.0,1.0,2360.0,105850.0,1.0,A0,2,2,6.0,1180,1180,2640,386812,68,-1
3.5,4.0,3.0,2430.0,,2.0,A0,0,3,8.0,2430,0,2000,5702,13,-1
2.75,3.0,2.25,1860.0,,2.0,A0,0,3,7.0,1860,0,1870,8378,20,-1
5.02,3.0,1.75,1760.0,,1.0,A0,0,4,7.0,1230,530,1950,10240,48,-1
0.515,3.0,1.0,1130.0,,1.0,A0,0,3,6.0,1130,0,1190,9240,73,-1
2.05,4.0,2.25,1834.0,,2.0,A0,0,3,8.0,1834,0,1979,9008,3,-1
2.207,4.0,2.5,1720.0,,2.0,A0,0,3,8.0,1720,0,2360,7700,15,-1
3.52,4.0,2.5,1600.0,,1.0,A0,0,3,8.0,1310,290,1600,10200,65,-1
22.23,4.0,4.25,4070.0,13860.0,2.0,A0,3,3,10.0,4070,0,3430,9240,11,-1
2.2495,3.0,1.75,1980.0,,1.0,A0,0,4,,1480,500,1520,8010,47,-1
1.25126,3.0,2.5,2040.0,15463.0,1.0,A0,0,3,8.0,1340,700,2370,12672,47,-1
2.995,3.0,1.5,1330.0,,1.0,A0,0,4,7.0,1330,0,1370,7475,47,-1
4.55,4.0,2.5,2320.0,5493.0,2.0,A0,0,3,8.0,2320,0,2450,5471,11,-1
14.25,4.0,4.25,5550.0,,2.0,A0,0,3,,5550,0,4750,13001,10,-1
5.5,4.0,1.5,2190.0,13660.0,1.0,A0,3,3,8.0,2190,0,2520,20500,63,-1
1.94,3.0,2.0,1410.0,10577.0,1.0,A0,0,3,7.0,1410,0,1660,6757,21,-1
1.15,3.0,2.25,1590.0,,1.0,A0,0,3,7.0,1090,500,1540,12530,37,-1
2.639,3.0,2.25,1936.0,,1.0,A0,0,3,8.0,1936,0,1410,12770,2,-1
26.5,4.0,4.25,6410.0,43838.0,2.5,A0,2,4,12.0,5610,800,2270,6630,109,-1
4.15,4.0,2.5,2430.0,,1.0,A0,0,3,7.0,1450,980,2000,38159,26,-1
4.503,4.0,1.75,2520.0,,1.0,A0,0,3,8.0,1680,840,2340,7770,50,-1
7.37,4.0,2.0,2380.0,,1.0,A0,2,4,8.0,1310,1070,1810,5202,66,-1
3.45,3.0,2.25,,,1.0,A0,0,3,7.0,1760,760,2300,10004,38,-1
14.05,3.0,3.25,3700.0,,2.0,A0,0,3,11.0,2280,1420,3930,2567,17,-1
3.3,4.0,1.75,2180.0,,1.0,A0,0,3,,1090,1090,2000,13529,59,-1
3.0,3.0,2.5,1520.0,,2.0,A0,0,4,7.0,1520,0,1540,5000,26,-1
5.0,3.0,2.25,1700.0,3333.0,1.5,A0,0,3,7.0,1100,600,1700,3750,91,-1
3.05,4.0,1.75,2260.0,,1.5,A0,0,5,7.0,1360,900,1410,7465,91,-1
2.75,3.0,3.25,1460.0,,2.0,A0,0,3,,1130,330,1560,1701,9,-1
8.25,3.0,2.5,2850.0,,1.0,A0,1,3,8.0,1680,1170,2670,9942,63,7
6.24,3.0,2.5,2580.0,,1.0,A0,0,3,10.0,2090,490,1660,8155,59,18
2.87,3.0,2.75,1420.0,955.0,2.0,A0,0,3,8.0,1160,260,1420,955,11,-1
5.15,4.0,2.5,2940.0,12600.0,1.0,A0,0,4,8.0,1850,1090,2030,11770,41,-1
6.75,2.0,2.25,1890.0,,2.0,A0,0,5,8.0,1610,280,2820,4860,110,-1
7.95,5.0,2.25,2910.0,,2.0,A0,0,4,9.0,2910,0,2740,9525,47,-1
3.65,3.0,1.75,2350.0,,1.0,A0,0,3,7.0,1510,840,2190,7500,37,-1
5.15,3.0,2.5,2520.0,,2.0,A0,0,3,10.0,2520,0,2630,10091,27,-1
2.638,4.0,2.25,1800.0,,2.0,A0,0,3,8.0,1800,0,1800,2752,1,-1
8.5,4.0,2.5,3540.0,,2.0,A0,0,3,10.0,3540,0,4130,11180,19,-1
4.3,4.0,2.0,2730.0,12000.0,1.0,A0,0,4,8.0,1410,1320,2730,9039,17,-1
3.94,3.0,2.25,2070.0,,1.0,A0,0,3,8.0,1440,630,2070,10158,38,-1
2.85,4.0,2.5,2050.0,,2.0,A0,0,3,8.0,2050,0,1510,9484,23,-1
3.095,3.0,2.5,1600.0,,2.0,A0,0,3,8.0,1600,0,1445,1288,10,-1
4.04,3.0,1.0,1480.0,,1.0,A0,0,4,7.0,1480,0,1430,10083,59,-1
6.69,4.0,3.0,1980.0,,2.5,A0,0,3,8.0,1980,0,1680,5352,74,10
0.935,3.0,1.0,1100.0,,1.0,A0,0,3,7.0,1100,0,1570,10650,46,-1
1.6,3.0,1.0,1430.0,,1.5,A0,0,4,6.0,1010,420,1290,10320,85,-1
4.25,3.0,2.25,2010.0,,2.0,A0,0,3,8.0,2010,0,2230,7846,30,-1
3.02,2.0,1.5,1000.0,,2.0,A0,0,3,7.0,930,70,1420,1187,9,-1
8.15,4.0,2.75,2610.0,4400.0,1.0,A0,0,5,8.0,1260,1350,1770,4400,95,-1
8.2,4.0,1.5,3390.0,,2.0,A0,0,4,,2530,860,3080,6000,99,-1
5.15,2.0,1.0,1530.0,,1.0,A0,0,4,,1530,0,1530,5000,95,-1
2.37,3.0,2.25,1490.0,,2.0,A0,0,3,7.0,1220,270,1490,1283,6,-1
1.94,3.0,2.5,1560.0,,2.0,A0,0,3,7.0,1560,0,1560,4200,12,-1
3.73,3.0,3.25,1560.0,1345.0,2.0,A0,0,3,8.0,1260,300,1560,4800,6,-1
8.95,3.0,2.25,3060.0,,1.5,A0,2,4,9.0,1810,1250,4950,10655,85,-1
9.25,4.0,3.0,4260.0,,2.0,A0,0,3,11.0,4260,0,3490,16772,19,-1
3.85,2.0,1.0,880.0,,1.0,A0,0,4,7.0,880,0,1960,5500,106,-1
7.655,3.0,2.0,2520.0,,1.5,A0,0,4,8.0,1410,1110,1960,5400,109,-1
15.25,5.0,3.5,4050.0,20925.0,2.0,A0,3,3,10.0,3020,1030,3880,18321,42,10
2.1,3.0,1.0,950.0,10723.0,1.0,A0,0,4,6.0,950,0,1520,10723,56,-1
1.3,4.0,2.0,2200.0,,1.0,A0,0,3,6.0,1100,1100,1330,6099,71,-1
3.6,3.0,2.5,1840.0,,2.0,A0,0,3,,1840,0,1600,4697,7,-1
1.0495,2.0,1.0,1200.0,,1.0,A0,0,3,6.0,1200,0,1040,9600,57,-1
4.09,2.0,1.75,1660.0,6000.0,1.0,A0,0,3,7.0,1160,500,1660,4000,73,-1
1.30425,2.0,1.0,880.0,,1.0,A0,0,4,6.0,880,0,1190,6780,70,-1
3.25,6.0,2.5,3060.0,17112.0,1.0,A0,0,4,8.0,1530,1530,2690,16038,48,-1
2.3,3.0,1.75,1460.0,,1.0,A0,0,3,7.0,1460,0,2200,9293,50,-1
5.99,5.0,1.75,2110.0,5000.0,1.5,A0,0,4,7.0,1250,860,1720,5000,69,-1
12.0,6.0,5.25,6160.0,27490.0,2.0,A0,0,3,,4040,2120,4225,9100,8,-1
7.9915,4.0,3.5,3530.0,,2.0,A0,1,3,10.0,2570,960,3170,15181,28,-1
5.153,3.0,1.5,1470.0,,2.0,A0,0,4,7.0,1470,0,1530,7200,108,-1
3.7,3.0,1.5,860.0,3200.0,1.0,A0,0,3,6.0,860,0,1220,4300,86,-1
3.85,3.0,2.25,1620.0,7350.0,1.0,A0,0,3,7.0,1170,450,1800,7350,46,-1
3.045,3.0,2.25,1830.0,,2.0,A0,0,3,8.0,1830,0,1500,25641,26,-1
2.68,4.0,1.75,2290.0,,1.0,A0,0,3,7.0,1340,950,1800,7605,55,-1
6.85,3.0,2.75,3530.0,,2.0,A0,0,3,10.0,3530,0,3560,74256,21,-1
8.1,3.0,3.25,2640.0,,1.0,A0,2,4,8.0,1960,680,3690,15000,39,-1
2.2495,3.0,2.5,1740.0,,2.0,A0,0,3,7.0,1740,0,1950,4486,3,-1
2.12,3.0,2.25,1370.0,,2.0,A0,0,4,7.0,1370,0,1370,6200,23,-1
5.58,4.0,3.5,4220.0,,2.0,A0,0,3,9.0,2910,1310,4290,6637,9,-1
4.89,4.0,1.75,1960.0,6138.0,1.0,A0,0,4,7.0,1260,700,2000,7057,55,-1
28.75,4.0,3.25,3890.0,,2.0,A1,3,5,10.0,3030,860,4140,19281,92,-1
3.275,2.0,1.0,800.0,,1.0,A0,0,5,6.0,800,0,1310,4200,69,-1
3.17,4.0,2.5,2300.0,,2.0,A0,0,3,7.0,2300,0,2300,21765,27,-1
3.9495,3.0,2.0,1820.0,,3.0,A0,0,3,9.0,1820,0,1710,1372,1,-1
2.4,3.0,2.0,1060.0,,1.0,A0,0,3,7.0,1060,0,1080,5750,34,-1
5.86,4.0,3.25,2600.0,,2.0,A0,0,3,8.0,2150,450,2510,2074,4,-1
6.75,5.0,2.75,3330.0,,1.0,A0,0,3,10.0,1740,1590,2780,12000,39,-1
9.23,4.0,2.5,3030.0,,2.0,A0,0,3,9.0,2530,500,2070,6820,68,15
1.08,3.0,1.0,870.0,,1.0,A0,0,5,6.0,870,0,870,5200,46,-1
2.53423,3.0,2.5,1730.0,,2.0,A0,0,3,,1730,0,2030,3600,1,-1
6.15,4.0,3.5,1930.0,,1.5,A0,2,3,7.0,1930,0,1500,3340,95,-1
3.3,3.0,2.5,,,2.0,A0,0,3,7.0,1500,0,1440,2170,10,-1
1.85,2.0,1.0,690.0,,1.0,A0,0,3,6.0,690,0,840,3030,66,-1
2.55,5.0,2.5,2620.0,12763.0,1.0,A0,0,3,7.0,1400,1220,2390,9156,36,-1
4.25,3.0,2.5,2440.0,,1.0,A0,0,3,7.0,1420,1020,2060,7700,34,-1
2.25,3.0,2.5,1700.0,,2.0,A0,0,3,7.0,1700,0,1590,3380,15,-1
1.76,3.0,1.75,1220.0,,1.0,A0,0,3,7.0,1220,0,1700,15251,53,-1
1.84875,3.0,1.0,1250.0,21303.0,1.0,A0,0,3,,1250,0,1250,17920,45,-1
7.776,4.0,2.5,3320.0,,2.0,A0,0,5,9.0,2650,670,2700,11114,38,-1
6.05,4.0,2.75,2330.0,,2.0,A0,0,3,9.0,2330,0,2410,4063,10,-1
4.4,3.0,2.5,1820.0,,1.0,A0,0,4,,910,910,1600,4820,66,-1
5.35,4.0,1.75,1830.0,,2.0,A0,0,3,8.0,1230,600,3630,16488,25,-1
11.15,4.0,3.0,2240.0,6000.0,1.5,A0,0,4,8.0,1270,970,2240,4250,101,-1
2.0,3.0,1.75,1300.0,,1.0,A0,0,3,7.0,1300,0,1930,37638,53,-1
4.05,4.0,3.5,3370.0,,2.0,A0,3,3,9.0,3370,0,2790,114868,10,-1
6.95,4.0,1.0,1480.0,,1.5,A0,0,4,7.0,1480,0,1570,3750,103,-1
3.65,4.0,2.5,2990.0,,2.0,A0,0,3,9.0,2990,0,2810,7401,4,-1
3.55,3.0,2.25,2020.0,,2.0,A0,0,3,8.0,1680,340,1720,1546,7,-1
2.05,3.0,2.25,1860.0,,2.0,A0,0,3,7.0,1860,0,1530,8091,21,-1
3.25,4.0,1.5,1980.0,,1.0,A0,0,3,7.0,1980,0,1980,89298,53,-1
6.25,2.0,1.0,1620.0,,1.0,A0,4,3,8.0,1320,300,1820,7700,67,-1
6.64,3.0,2.5,2750.0,16000.0,2.0,A0,0,4,9.0,2560,190,2370,11279,34,-1
1.41,3.0,1.0,1280.0,,1.0,A0,0,4,7.0,1280,0,1420,8800,59,-1
1.95,4.0,1.75,1850.0,,1.0,A0,0,5,7.0,1100,750,2260,8581,59,-1
4.25,3.0,2.5,2840.0,,1.0,A0,3,3,9.0,1870,970,2710,43676,21,-1
5.37,4.0,2.5,2680.0,,1.5,A0,3,4,7.0,1680,1000,1950,4500,87,-1
4.0,3.0,1.0,1380.0,,1.0,A0,0,4,6.0,1380,0,1790,4635,96,-1
1.55,6.0,1.5,2140.0,36509.0,1.5,A0,0,4,8.0,2140,0,1710,12000,112,36
3.13,4.0,2.5,2560.0,,2.0,A0,0,3,9.0,2560,0,3040,5800,10,-1
5.5,4.0,3.0,2350.0,,1.0,A0,0,5,8.0,1490,860,2020,5627,55,-1
3.3125,4.0,3.25,2550.0,11524.0,2.0,A0,0,3,8.0,2550,0,2370,14001,25,-1
3.12,3.0,1.0,1230.0,,1.0,A0,0,5,7.0,1230,0,1270,9575,53,-1
3.6,4.0,2.0,1960.0,,1.0,A0,0,4,7.0,1050,910,2340,44967,52,-1
4.65,4.0,3.5,3510.0,,2.0,A0,0,3,8.0,2750,760,3090,5866,5,-1
4.75,3.0,1.75,2910.0,,1.5,A0,0,3,8.0,2910,0,2590,37500,36,-1
8.25,3.0,3.5,4080.0,217697.0,1.5,A0,3,3,10.0,4080,0,2710,217790,15,-1
2.725,4.0,2.75,2290.0,7000.0,2.0,A0,0,3,8.0,2290,0,2000,7200,38,-1
1.85,4.0,2.5,2360.0,9647.0,1.0,A0,2,3,8.0,1530,830,2580,9680,51,-1
